,CUS_ID,Ypred
167,3060,0.3
168,3070,0.2
169,3083,0.2
170,3124,0.1
171,3125,0.1
172,3128,0.1
173,3140,0.2
174,3147,0.1
175,3174,0.4
176,3188,0.1
177,3207,0.1
178,3224,0.1
179,3234,0.2
180,3241,0.0
181,3265,0.0
182,3289,0.2
183,3293,0.2
184,3295,0.1
185,3340,0.3
186,3367,0.2
187,3374,0.0
188,3377,0.1
189,3379,0.1
190,3411,0.1
191,3426,0.1
192,3437,0.0
193,3486,0.2
194,3510,0.2
195,3511,0.3
196,3609,0.0
197,3650,0.3
198,3672,0.1
199,3673,0.4
200,3677,0.1
201,3697,0.1
202,3735,0.1
203,3748,0.1
204,3752,0.0
205,3761,0.3
206,3799,0.1
207,3856,0.1
208,3875,0.2
209,3927,0.4
210,3929,0.3
211,3931,0.1
212,3938,0.2
213,3959,0.2
214,3964,0.3
215,3982,0.2
216,3989,0.1
217,3996,0.1
218,4032,0.1
219,4074,0.1
220,4089,0.3
221,4103,0.0
222,4109,0.1
223,4128,0.1
224,4133,0.2
225,4145,0.1
226,4186,0.2
227,4224,0.2
228,4244,0.0
229,4246,0.0
230,4256,0.1
231,4272,0.1
232,4310,0.1
233,4314,0.2
234,4317,0.2
235,4323,0.2
236,4325,0.3
237,4328,0.1
238,4329,0.2
239,4362,0.1
240,4367,0.2
241,4382,0.1
242,4398,0.1
243,4439,0.2
244,4466,0.1
245,4472,0.0
246,4476,0.4
247,4543,0.0
248,4571,0.0
249,4602,0.2
250,4608,0.1
251,4626,0.1
252,4630,0.1
253,4657,0.2
254,4682,0.2
255,4696,0.1
256,4704,0.2
257,4708,0.2
258,4737,0.1
259,4777,0.4
260,4836,0.0
261,4874,0.2
262,4901,0.2
263,4905,0.2
264,4912,0.2
265,4916,0.2
266,4952,0.3
267,4968,0.2
268,4973,0.1
269,4997,0.1
270,5020,0.1
271,5037,0.1
272,5083,0.1
273,5093,0.4
274,5099,0.2
275,5108,0.0
276,5127,0.1
277,5131,0.0
278,5156,0.1
279,5181,0.2
280,5185,0.3
281,5211,0.0
282,5269,0.1
283,5272,0.2
284,5291,0.0
285,5298,0.4
286,5356,0.1
287,5378,0.6
288,5403,0.0
289,5438,0.2
290,5463,0.2
291,5479,0.4
292,5486,0.1
293,5493,0.1
294,5494,0.1
295,5499,0.0
296,5508,0.0
297,5514,0.0
298,5522,0.1
299,5534,0.1
300,5545,0.2
301,5555,0.3
302,5556,0.0
303,5598,0.3
304,5655,0.0
305,5661,0.1
306,5669,0.2
307,5680,0.0
308,5681,0.1
309,5696,0.1
310,5697,0.0
311,5702,0.2
312,5710,0.1
313,5717,0.3
314,5726,0.0
315,5796,0.1
316,5799,0.2
317,5812,0.2
318,5831,0.1
319,5839,0.2
320,5861,0.0
321,5868,0.4
322,5870,0.1
323,5880,0.4
324,5936,0.1
325,5948,0.1
326,5955,0.1
327,5986,0.1
328,6002,0.2
329,6015,0.1
330,6037,0.2
331,6040,0.1
332,6072,0.2
333,6107,0.1
334,6114,0.3
335,6122,0.0
336,6127,0.1
337,6131,0.1
338,6141,0.1
339,6150,0.2
340,6225,0.2
341,6230,0.0
342,6231,0.1
343,6235,0.1
344,6251,0.3
345,6253,0.2
346,6255,0.2
347,6277,0.2
348,6321,0.1
349,6337,0.1
350,6353,0.3
351,6355,0.3
352,6369,0.1
353,6375,0.2
354,6378,0.1
355,6382,0.0
356,6388,0.1
357,6406,0.2
358,6413,0.1
359,6459,0.1
360,6470,0.2
361,6499,0.2
362,6507,0.2
363,6508,0.1
364,6513,0.2
365,6516,0.2
366,6565,0.2
367,6569,0.1
368,6582,0.2
369,6586,0.1
370,6587,0.2
371,6598,0.0
372,6624,0.2
373,6635,0.2
374,6655,0.3
375,6670,0.0
376,6704,0.2
377,6729,0.0
378,6732,0.2
379,6758,0.1
380,6766,0.2
381,6789,0.1
382,6820,0.1
383,6840,0.1
384,6859,0.2
385,6866,0.0
386,6887,0.1
387,6895,0.1
388,6911,0.1
389,6927,0.1
390,6935,0.1
391,6938,0.1
392,6941,0.1
393,6942,0.2
394,7018,0.0
395,7049,0.1
396,7098,0.2
397,7106,0.2
398,7142,0.1
399,7143,0.2
400,7152,0.1
401,7164,0.2
402,7165,0.0
403,7167,0.1
404,7193,0.1
405,7216,0.3
406,7231,0.0
407,7238,0.3
408,7239,0.1
409,7273,0.2
410,7281,0.3
411,7285,0.1
412,7310,0.3
413,7314,0.1
414,7316,0.1
415,7327,0.1
416,7337,0.2
417,7356,0.2
418,7404,0.0
419,7465,0.2
420,7474,0.1
421,7494,0.1
422,7545,0.1
423,7560,0.1
424,7577,0.1
425,7605,0.1
426,7615,0.3
427,7634,0.2
428,7646,0.2
429,7653,0.1
430,7683,0.1
431,7686,0.0
432,7688,0.4
433,7693,0.2
434,7713,0.4
435,7785,0.2
436,7792,0.2
437,7806,0.1
438,7812,0.3
439,7818,0.2
440,7827,0.0
441,7832,0.2
442,7833,0.1
443,7850,0.2
444,7879,0.3
445,7882,0.2
446,7939,0.2
447,7954,0.4
448,7993,0.2
449,8015,0.0
450,8031,0.1
451,8051,0.0
452,8083,0.1
453,8091,0.2
454,8100,0.0
455,8122,0.2
456,8128,0.2
457,8138,0.0
458,8142,0.1
459,8151,0.1
460,8173,0.0
461,8190,0.5
462,8210,0.1
463,8217,0.3
464,8230,0.1
465,8260,0.1
466,8262,0.0
467,8276,0.2
468,8277,0.1
469,8278,0.2
470,8284,0.2
471,8291,0.2
472,8302,0.1
473,8326,0.0
474,8333,0.1
475,8337,0.1
476,8361,0.1
477,8364,0.2
478,8367,0.1
479,8370,0.0
480,8397,0.1
481,8402,0.1
482,8417,0.1
483,8427,0.0
484,8439,0.2
485,8456,0.4
486,8488,0.2
487,8531,0.1
488,8557,0.1
489,8561,0.5
490,8564,0.1
491,8577,0.3
492,8582,0.1
493,8610,0.2
494,8629,0.2
495,8655,0.3
496,8693,0.2
497,8722,0.3
498,8723,0.1
499,8772,0.4
500,8779,0.1
501,8781,0.1
502,8789,0.2
503,8815,0.0
504,8823,0.1
505,8829,0.2
506,8832,0.3
507,8845,0.1
508,8849,0.1
509,8871,0.1
510,8872,0.1
511,8886,0.2
512,8887,0.3
513,8905,0.0
514,8909,0.1
515,8912,0.2
516,8927,0.1
517,8965,0.6
518,8987,0.2
519,8993,0.2
520,8994,0.1
521,8996,0.0
522,9015,0.4
523,9050,0.2
524,9077,0.1
525,9098,0.2
526,9111,0.2
527,9119,0.2
528,9125,0.0
529,9133,0.1
530,9173,0.1
531,9203,0.2
532,9210,0.2
533,9244,0.2
534,9245,0.2
535,9274,0.1
536,9281,0.1
537,9283,0.2
538,9287,0.1
539,9296,0.1
540,9316,0.0
541,9317,0.2
542,9353,0.0
543,9360,0.1
544,9366,0.2
545,9370,0.0
546,9372,0.2
547,9389,0.2
548,9393,0.2
549,9444,0.1
550,9488,0.1
551,9494,0.2
552,9495,0.3
553,9499,0.1
554,9538,0.0
555,9576,0.3
556,9578,0.0
557,9584,0.1
558,9600,0.2
559,9608,0.2
560,9617,0.2
561,9621,0.1
562,9646,0.0
563,9654,0.4
564,9657,0.1
565,9675,0.0
566,9677,0.0
567,9696,0.1
568,9712,0.2
569,9726,0.2
570,9731,0.1
571,9798,0.4
572,9805,0.1
573,9806,0.1
574,9815,0.1
575,9822,0.3
576,9823,0.0
577,9824,0.1
578,9849,0.2
579,9853,0.2
580,9861,0.3
581,9892,0.3
582,9938,0.1
583,9943,0.2
584,9950,0.2
585,9958,0.1
586,9972,0.2
587,10008,0.2
588,10009,0.1
589,10011,0.3
590,10038,0.1
591,10041,0.1
592,10054,0.0
593,10071,0.1
594,10107,0.2
595,10116,0.1
596,10157,0.2
597,10158,0.2
598,10179,0.0
599,10186,0.1
600,10213,0.2
601,10227,0.2
602,10234,0.1
603,10247,0.3
604,10255,0.2
605,10275,0.2
606,10283,0.1
607,10285,0.4
608,10301,0.0
609,10341,0.1
610,10348,0.2
611,10349,0.1
612,10413,0.1
613,10422,0.0
614,10441,0.0
615,10448,0.0
616,10449,0.1
617,10450,0.2
618,10458,0.2
619,10459,0.1
620,10475,0.1
621,10479,0.1
622,10490,0.0
623,10503,0.1
624,10518,0.2
625,10530,0.1
626,10548,0.2
627,10552,0.0
628,10563,0.3
629,10572,0.1
630,10576,0.0
631,10578,0.1
632,10579,0.2
633,10658,0.0
634,10701,0.1
635,10707,0.0
636,10708,0.3
637,10730,0.2
638,10752,0.2
639,10774,0.2
640,10775,0.1
641,10782,0.0
642,10791,0.1
643,10811,0.2
644,10830,0.3
645,10836,0.2
646,10837,0.0
647,10857,0.1
648,10858,0.4
649,10870,0.2
650,10893,0.1
651,10916,0.1
652,10934,0.1
653,10938,0.1
654,10940,0.2
655,10958,0.1
656,10963,0.3
657,10991,0.1
658,11017,0.3
659,11018,0.2
660,11026,0.2
661,11047,0.1
662,11066,0.3
663,11071,0.0
664,11078,0.1
665,11084,0.5
666,11098,0.1
667,11099,0.0
668,11101,0.2
669,11137,0.2
670,11139,0.1
671,11155,0.2
672,11161,0.3
673,11164,0.0
674,11170,0.1
675,11171,0.1
676,11267,0.3
677,11269,0.1
678,11273,0.0
679,11280,0.2
680,11303,0.5
681,11311,0.1
682,11315,0.2
683,11349,0.2
684,11364,0.2
685,11370,0.2
686,11379,0.2
687,11431,0.1
688,11433,0.0
689,11439,0.0
690,11462,0.3
691,11476,0.4
692,11526,0.1
693,11593,0.3
694,11607,0.2
695,11609,0.1
696,11692,0.1
697,11697,0.0
698,11700,0.2
699,11716,0.3
700,11767,0.1
701,11775,0.1
702,11800,0.0
703,11807,0.1
704,11829,0.2
705,11835,0.2
706,11868,0.0
707,11880,0.1
708,11886,0.0
709,11927,0.2
710,11938,0.1
711,11964,0.1
712,11972,0.1
713,11992,0.1
714,11996,0.2
715,12044,0.1
716,12048,0.2
717,12054,0.2
718,12062,0.2
719,12066,0.1
720,12076,0.0
721,12088,0.5
722,12119,0.2
723,12123,0.0
724,12155,0.1
725,12189,0.1
726,12199,0.1
727,12248,0.1
728,12341,0.4
729,12368,0.2
730,12374,0.1
731,12436,0.3
732,12469,0.1
733,12487,0.2
734,12488,0.3
735,12564,0.2
736,12566,0.1
737,12578,0.1
738,12603,0.0
739,12614,0.1
740,12660,0.2
741,12669,0.3
742,12680,0.1
743,12696,0.1
744,12719,0.2
745,12740,0.2
746,12780,0.0
747,12802,0.1
748,12809,0.1
749,12830,0.2
750,12837,0.1
751,12839,0.1
752,12856,0.3
753,12864,0.0
754,12868,0.0
755,12876,0.0
756,12894,0.2
757,12902,0.0
758,12918,0.1
759,12933,0.0
760,12935,0.1
761,12937,0.1
762,12947,0.2
763,12989,0.2
764,12996,0.3
765,13011,0.0
766,13043,0.2
767,13073,0.1
768,13076,0.1
769,13103,0.3
770,13116,0.2
771,13137,0.2
772,13164,0.2
773,13190,0.2
774,13211,0.1
775,13226,0.3
776,13241,0.3
777,13250,0.2
778,13264,0.2
779,13310,0.2
780,13311,0.1
781,13344,0.2
782,13376,0.1
783,13423,0.2
784,13463,0.1
785,13478,0.2
786,13494,0.2
787,13512,0.6
788,13523,0.2
789,13524,0.2
790,13554,0.2
791,13556,0.0
792,13570,0.1
793,13600,0.2
794,13673,0.2
795,13682,0.1
796,13693,0.2
797,13731,0.0
798,13738,0.3
799,13801,0.0
800,13822,0.2
801,13826,0.0
802,13892,0.1
803,13893,0.1
804,13898,0.2
805,13910,0.1
806,13919,0.2
807,13920,0.3
808,13924,0.2
809,13937,0.1
810,13942,0.4
811,13955,0.0
812,13957,0.6
813,13966,0.2
814,13973,0.1
815,13978,0.2
816,14002,0.2
817,14007,0.1
818,14010,0.0
819,14014,0.1
820,14016,0.0
821,14028,0.1
822,14035,0.2
823,14059,0.2
824,14081,0.0
825,14134,0.1
826,14137,0.0
827,14151,0.2
828,14152,0.2
829,14169,0.1
830,14171,0.2
831,14187,0.1
832,14196,0.1
833,14206,0.2
834,14218,0.0
835,14248,0.2
836,14252,0.0
837,14272,0.0
838,14278,0.1
839,14308,0.2
840,14311,0.0
841,14313,0.2
842,14316,0.0
843,14356,0.1
844,14368,0.1
845,14431,0.1
846,14455,0.2
847,14463,0.2
848,14464,0.2
849,14489,0.2
850,14501,0.0
851,14522,0.3
852,14529,0.2
853,14535,0.1
854,14537,0.2
855,14598,0.2
856,14633,0.2
857,14651,0.1
858,14657,0.1
859,14678,0.2
860,14702,0.1
861,14707,0.2
862,14715,0.1
863,14735,0.1
864,14750,0.5
865,14769,0.0
866,14774,0.2
867,14796,0.0
868,14797,0.4
869,14808,0.1
870,14916,0.0
871,14935,0.1
872,14949,0.1
873,14960,0.1
874,14987,0.2
875,15014,0.1
876,15028,0.2
877,15029,0.2
878,15037,0.2
879,15038,0.4
880,15080,0.2
881,15100,0.1
882,15124,0.1
883,15168,0.1
884,15197,0.2
885,15199,0.2
886,15204,0.1
887,15220,0.4
888,15235,0.4
889,15259,0.2
890,15327,0.3
891,15333,0.1
892,15354,0.1
893,15388,0.1
894,15390,0.1
895,15409,0.0
896,15446,0.2
897,15454,0.2
898,15486,0.2
899,15499,0.3
900,15504,0.1
901,15518,0.0
902,15520,0.3
903,15524,0.0
904,15532,0.0
905,15569,0.2
906,15580,0.1
907,15639,0.1
908,15661,0.1
909,15666,0.3
910,15683,0.1
911,15685,0.1
912,15692,0.3
913,15702,0.1
914,15711,0.1
915,15722,0.2
916,15751,0.1
917,15754,0.2
918,15760,0.1
919,15788,0.1
920,15792,0.1
921,15820,0.3
922,15850,0.1
923,15857,0.1
924,15900,0.1
925,15927,0.3
926,15960,0.2
927,15973,0.1
928,15990,0.2
929,16050,0.2
930,16068,0.2
931,16076,0.2
932,16078,0.1
933,16093,0.1
934,16122,0.1
935,16131,0.2
936,16149,0.3
937,16157,0.1
938,16188,0.1
939,16207,0.2
940,16227,0.4
941,16236,0.2
942,16245,0.1
943,16247,0.2
944,16249,0.0
945,16255,0.1
946,16262,0.1
947,16265,0.2
948,16331,0.3
949,16381,0.3
950,16394,0.2
951,16447,0.3
952,16494,0.1
953,16496,0.1
954,16516,0.2
955,16518,0.2
956,16522,0.1
957,16532,0.2
958,16578,0.2
959,16582,0.2
960,16592,0.0
961,16600,0.3
962,16601,0.1
963,16632,0.1
964,16636,0.3
965,16680,0.0
966,16684,0.1
967,16695,0.0
968,16696,0.2
969,16733,0.1
970,16791,0.2
971,16801,0.0
972,16822,0.2
973,16828,0.3
974,16869,0.1
975,16926,0.4
976,16944,0.2
977,16947,0.1
978,16952,0.4
979,16962,0.2
980,16965,0.3
981,17002,0.2
982,17028,0.1
983,17037,0.2
984,17113,0.2
985,17168,0.2
986,17184,0.2
987,17197,0.1
988,17220,0.3
989,17263,0.2
990,17264,0.2
991,17284,0.2
992,17338,0.3
993,17351,0.1
994,17353,0.1
995,17360,0.0
996,17362,0.2
997,17363,0.0
998,17364,0.1
999,17369,0.1
1000,17374,0.0
1001,17377,0.1
1002,17427,0.6
1003,17489,0.1
1004,17496,0.1
1005,17521,0.1
1006,17524,0.1
1007,17531,0.1
1008,17615,0.2
1009,17616,0.1
1010,17617,0.4
1011,17634,0.0
1012,17640,0.2
1013,17681,0.0
1014,17688,0.1
1015,17694,0.1
1016,17701,0.1
1017,17717,0.1
1018,17758,0.2
1019,17759,0.2
1020,17763,0.1
1021,17775,0.1
1022,17793,0.2
1023,17797,0.2
1024,17809,0.1
1025,17828,0.0
1026,17843,0.1
1027,17853,0.2
1028,17874,0.0
1029,17893,0.1
1030,17913,0.1
1031,17914,0.2
1032,17930,0.2
1033,17940,0.2
1034,17950,0.4
1035,18008,0.1
1036,18020,0.1
1037,18038,0.1
1038,18051,0.2
1039,18066,0.0
1040,18068,0.1
1041,18088,0.2
1042,18102,0.1
1043,18103,0.2
1044,18121,0.2
1045,18128,0.1
1046,18155,0.1
1047,18174,0.0
1048,18179,0.1
1049,18189,0.0
1050,18211,0.4
1051,18213,0.2
1052,18216,0.2
1053,18239,0.4
1054,18240,0.1
1055,18250,0.0
1056,18253,0.1
1057,18254,0.1
1058,18303,0.1
1059,18304,0.2
1060,18311,0.1
1061,18317,0.2
1062,18348,0.1
1063,18352,0.1
1064,18389,0.2
1065,18394,0.4
1066,18398,0.2
1067,18400,0.1
1068,18429,0.0
1069,18453,0.6
1070,18464,0.0
1071,18473,0.2
1072,18494,0.1
1073,18541,0.1
1074,18553,0.1
1075,18557,0.1
1076,18622,0.0
1077,18688,0.3
1078,18689,0.3
1079,18716,0.1
1080,18726,0.2
1081,18727,0.1
1082,18729,0.2
1083,18732,0.1
1084,18743,0.1
1085,18754,0.2
1086,18781,0.3
1087,18807,0.1
1088,18810,0.3
1089,18824,0.2
1090,18836,0.1
1091,18867,0.2
1092,18894,0.3
1093,18912,0.2
1094,18947,0.3
1095,18954,0.2
1096,18967,0.0
1097,18978,0.3
1098,18993,0.2
1099,19011,0.0
1100,19019,0.2
1101,19052,0.1
1102,19055,0.1
1103,19058,0.3
1104,19063,0.1
1105,19071,0.2
1106,19074,0.1
1107,19107,0.2
1108,19110,0.1
1109,19125,0.2
1110,19139,0.0
1111,19165,0.1
1112,19180,0.2
1113,19188,0.4
1114,19195,0.0
1115,19214,0.3
1116,19239,0.1
1117,19267,0.1
1118,19269,0.2
1119,19273,0.1
1120,19279,0.1
1121,19294,0.3
1122,19305,0.1
1123,19377,0.2
1124,19406,0.2
1125,19424,0.1
1126,19459,0.0
1127,19468,0.1
1128,19509,0.1
1129,19513,0.3
1130,19544,0.0
1131,19545,0.1
1132,19550,0.0
1133,19554,0.2
1134,19557,0.1
1135,19561,0.4
1136,19571,0.1
1137,19593,0.1
1138,19597,0.1
1139,19628,0.2
1140,19652,0.2
1141,19661,0.3
1142,19662,0.2
1143,19683,0.2
1144,19690,0.2
1145,19707,0.2
1146,19733,0.0
1147,19750,0.4
1148,19771,0.1
1149,19793,0.2
1150,19813,0.1
1151,19816,0.1
1152,19820,0.2
1153,19836,0.1
1154,19866,0.2
1155,19882,0.1
1156,19892,0.1
1157,19951,0.3
1158,19954,0.1
1159,19979,0.0
1160,19989,0.2
1161,20007,0.3
1162,20030,0.3
1163,20051,0.0
1164,20057,0.1
1165,20089,0.2
1166,20110,0.2
1167,20114,0.0
1168,20117,0.1
1169,20142,0.1
1170,20150,0.1
1171,20166,0.3
1172,20171,0.3
1173,20197,0.2
1174,20226,0.4
1175,20236,0.2
1176,20239,0.3
1177,20252,0.0
1178,20263,0.0
1179,20281,0.2
1180,20292,0.1
1181,20354,0.1
1182,20408,0.1
1183,20412,0.1
1184,20417,0.2
1185,20425,0.3
1186,20429,0.1
1187,20438,0.3
1188,20471,0.1
1189,20527,0.4
1190,20536,0.2
1191,20556,0.4
1192,20587,0.0
1193,20621,0.3
1194,20635,0.0
1195,20636,0.1
1196,20669,0.5
1197,20670,0.1
1198,20676,0.1
1199,20680,0.0
1200,20700,0.0
1201,20735,0.0
1202,20759,0.4
1203,20766,0.2
1204,20774,0.2
1205,20779,0.1
1206,20812,0.4
1207,20857,0.1
1208,20867,0.2
1209,20890,0.1
1210,20908,0.2
1211,20924,0.2
1212,20926,0.1
1213,20930,0.2
1214,20945,0.1
1215,20961,0.0
1216,20964,0.1
1217,21003,0.2
1218,21014,0.1
1219,21024,0.1
1220,21064,0.1
1221,21067,0.3
1222,21068,0.0
1223,21096,0.0
1224,21103,0.0
1225,21110,0.2
1226,21113,0.1
1227,21121,0.4
1228,21149,0.3
1229,21153,0.1
1230,21164,0.1
1231,21179,0.2
1232,21183,0.2
1233,21184,0.1
1234,21193,0.1
1235,21197,0.1
1236,21215,0.1
1237,21220,0.2
1238,21260,0.1
1239,21294,0.1
1240,21304,0.2
1241,21316,0.0
1242,21320,0.3
1243,21336,0.3
1244,21355,0.2
1245,21372,0.3
1246,21375,0.3
1247,21385,0.0
1248,21416,0.2
1249,21432,0.2
1250,21443,0.2
1251,21464,0.0
1252,21474,0.2
1253,21483,0.1
1254,21495,0.0
1255,21504,0.1
1256,21512,0.1
1257,21518,0.1
1258,21527,0.1
1259,21530,0.1
1260,21533,0.1
1261,21548,0.0
1262,21565,0.2
1263,21567,0.1
1264,21577,0.1
1265,21595,0.0
1266,21611,0.2
1267,21613,0.1
1268,21628,0.2
1269,21647,0.1
1270,21653,0.0
1271,21657,0.2
1272,21658,0.2
1273,21661,0.2
1274,21692,0.3
1275,21702,0.2
1276,21726,0.1
1277,21754,0.1
1278,21768,0.1
1279,21775,0.0
1280,21788,0.1
1281,21793,0.2
1282,21818,0.2
1283,21829,0.2
1284,21833,0.1
1285,21862,0.2
1286,21886,0.1
1287,21904,0.1
1288,21905,0.0
1289,21913,0.0
1290,21931,0.1
1291,21943,0.2
1292,21973,0.1
1293,21984,0.2
1294,22016,0.4
1295,22026,0.0
1296,22058,0.4
1297,22097,0.1
1298,22180,0.2
1299,22187,0.2
1300,22216,0.2
1301,22235,0.1
1302,22248,0.1
1303,22270,0.2
1304,22319,0.4
1305,22321,0.2
1306,22338,0.1
1307,22343,0.2
1308,22390,0.4
1309,22405,0.1
1310,22409,0.3
1311,22412,0.2
1312,22413,0.2
1313,22458,0.2
1314,22468,0.1
1315,22469,0.2
1316,22519,0.4
1317,22526,0.2
1318,22529,0.0
1319,22539,0.5
1320,22566,0.1
1321,22614,0.0
1322,22621,0.4
1323,22627,0.2
1324,22632,0.2
1325,22669,0.1
1326,22683,0.0
1327,22697,0.4
1328,22710,0.3
1329,22736,0.2
1330,22766,0.1
1331,22781,0.1
1332,22782,0.2
1333,22793,0.4
1334,22812,0.2
1335,22814,0.0
1336,22819,0.1
1337,22826,0.3
1338,22829,0.2
1339,22893,0.1
1340,22931,0.4
1341,22933,0.2
1342,22956,0.1
1343,22962,0.1
1344,22985,0.1
1345,22995,0.2
1346,23013,0.1
1347,23059,0.3
1348,23070,0.2
1349,23084,0.1
1350,23097,0.1
1351,23133,0.2
1352,23137,0.1
1353,23143,0.1
1354,23149,0.1
1355,23163,0.3
1356,23183,0.0
1357,23210,0.1
1358,23213,0.2
1359,23236,0.1
1360,23251,0.2
1361,23275,0.0
1362,23276,0.2
1363,23368,0.0
1364,23373,0.1
1365,23378,0.1
1366,23385,0.1
1367,23400,0.2
1368,23407,0.0
1369,23422,0.1
1370,23424,0.0
1371,23468,0.1
1372,23487,0.5
1373,23498,0.3
1374,23501,0.1
1375,23512,0.1
1376,23539,0.0
1377,23553,0.1
1378,23562,0.2
1379,23567,0.2
1380,23590,0.3
1381,23629,0.1
1382,23630,0.1
1383,23632,0.0
1384,23647,0.1
1385,23658,0.3
1386,23673,0.0
1387,23685,0.3
1388,23688,0.0
1389,23708,0.2
1390,23710,0.0
1391,23718,0.0
1392,23729,0.1
1393,23730,0.0
1394,23742,0.1
1395,23762,0.0
1396,23771,0.2
1397,23773,0.2
1398,23775,0.1
1399,23776,0.1
1400,23780,0.1
1401,23797,0.1
1402,23844,0.1
1403,23846,0.3
1404,23901,0.1
1405,23914,0.1
1406,23927,0.2
1407,23935,0.1
1408,23937,0.1
1409,23964,0.2
1410,23980,0.0
1411,24046,0.1
1412,24061,0.1
1413,24097,0.2
1414,24106,0.1
1415,24127,0.1
1416,24184,0.0
1417,24193,0.2
1418,24211,0.1
1419,24226,0.0
1420,24246,0.2
1421,24258,0.5
1422,24260,0.0
1423,24313,0.2
1424,24318,0.1
1425,24348,0.4
1426,24356,0.1
1427,24375,0.2
1428,24378,0.2
1429,24394,0.2
1430,24398,0.4
1431,24406,0.4
1432,24439,0.2
1433,24457,0.0
1434,24471,0.1
1435,24473,0.0
1436,24505,0.3
1437,24518,0.0
1438,24528,0.1
1439,24535,0.1
1440,24587,0.3
1441,24588,0.2
1442,24595,0.1
1443,24618,0.1
1444,24638,0.2
1445,24641,0.2
1446,24670,0.1
1447,24673,0.4
1448,24700,0.2
1449,24703,0.2
1450,24726,0.2
1451,24742,0.0
1452,24755,0.2
1453,24756,0.2
1454,24770,0.1
1455,24780,0.3
1456,24788,0.0
1457,24797,0.1
1458,24801,0.1
1459,24812,0.4
1460,24825,0.1
1461,24826,0.3
1462,24869,0.5
1463,24879,0.0
1464,24903,0.2
1465,24905,0.2
1466,24908,0.2
1467,24929,0.1
1468,24951,0.2
1469,24963,0.2
1470,24981,0.2
1471,25012,0.1
1472,25015,0.2
1473,25018,0.1
1474,25022,0.1
1475,25031,0.2
1476,25063,0.0
1477,25116,0.1
1478,25117,0.3
1479,25126,0.2
1480,25149,0.2
1481,25169,0.0
1482,25231,0.2
1483,25252,0.1
1484,25269,0.2
1485,25293,0.4
1486,25309,0.2
1487,25320,0.1
1488,25337,0.1
1489,25355,0.1
1490,25358,0.2
1491,25363,0.0
1492,25377,0.3
1493,25383,0.2
1494,25407,0.3
1495,25415,0.2
1496,25424,0.1
1497,25426,0.2
1498,25441,0.1
1499,25443,0.3
1500,25475,0.3
1501,25501,0.2
